date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,National
19960401,25,50,30,26,48,10,27,23,51,17,11,42,38,31,12,5,9,28,44,41,24,15,18,16,39,19,36,1,29,7,45,47,46,13,3,20,6,40,34,32,35,2,21,37,4,22,14,43,49,8,33,0
19960501,27,50,37,31,47,11,34,15,51,29,18,41,21,35,13,4,12,32,46,33,28,14,23,7,44,24,25,2,26,8,42,48,43,16,1,22,9,36,38,30,40,3,20,39,5,10,17,45,49,6,19,0
19960601,37,48,38,32,46,18,33,24,51,29,19,45,16,34,8,4,13,30,49,21,25,14,23,9,44,20,31,1,28,7,39,50,41,12,3,22,10,35,36,26,43,2,27,42,5,11,15,40,47,6,17,0
19960701,30,46,41,37,49,13,33,24,51,34,21,45,14,31,11,4,15,28,48,20,25,16,35,9,42,22,17,3,26,7,43,50,44,18,1,23,8,36,32,29,40,2,27,39,5,10,19,38,47,6,12,0
19960801,32,45,44,29,47,14,34,35,51,36,19,46,23,30,7,5,17,25,48,15,27,13,20,6,40,24,21,1,28,10,41,50,42,11,2,22,9,37,31,33,43,3,26,38,8,12,16,39,49,4,18,0
19960901,29,46,43,30,49,12,35,36,51,37,23,45,18,26,7,5,14,31,47,15,27,16,22,8,39,19,20,2,32,9,41,50,42,10,1,24,11,33,25,34,44,3,28,40,6,13,21,38,48,4,17,0
19961001,31,50,40,25,47,11,36,37,51,32,27,45,20,26,7,5,15,33,46,19,28,12,17,8,42,16,22,2,23,9,41,48,43,13,1,24,14,38,29,30,44,3,34,39,6,10,18,35,49,4,21,0
19961101,32,50,33,26,48,10,36,22,51,28,20,46,34,21,7,6,14,39,44,23,24,11,17,8,35,19,27,1,18,9,41,47,45,12,2,29,13,42,30,25,43,3,40,37,4,15,16,38,49,5,31,0
19961201,23,51,30,32,47,9,37,19,50,20,24,42,33,28,6,8,12,43,44,26,21,13,17,10,38,22,34,1,18,7,40,48,46,11,3,29,15,45,25,27,41,4,35,36,2,14,16,39,49,5,31,0
19950101,36,48,27,23,49,4,32,9,51,28,11,21,41,24,12,5,17,29,46,45,18,33,30,13,39,22,37,1,38,10,42,40,43,6,7,16,19,25,35,47,26,2,20,34,3,15,14,44,50,8,31,0
19950201,37,49,19,27,48,4,34,9,50,20,7,22,39,25,13,3,14,35,43,46,23,31,28,10,32,26,44,1,36,15,42,40,41,8,6,16,21,29,38,47,24,2,17,33,5,18,11,45,51,12,30,0
19950301,34,49,24,16,48,6,31,8,51,21,9,25,39,26,23,4,17,29,45,46,22,32,36,10,37,28,40,1,35,12,42,41,43,7,5,18,13,27,38,47,14,2,19,33,3,20,11,44,50,15,30,0
19950401,37,48,26,14,50,6,30,8,51,27,19,32,35,31,20,4,15,28,47,46,21,29,33,9,38,22,34,1,36,7,42,41,43,10,3,16,11,24,39,44,18,2,25,40,5,17,13,45,49,12,23,0
19950501,36,47,27,15,49,10,35,8,51,31,20,37,24,28,21,4,13,33,48,39,26,30,32,5,44,22,29,1,34,9,46,41,42,12,2,14,16,17,40,43,23,3,25,38,6,11,18,45,50,7,19,0
19950601,44,46,29,21,48,10,30,12,51,36,24,42,19,23,15,3,13,31,49,32,25,26,33,5,47,22,28,1,34,6,43,45,38,14,4,17,20,18,37,39,27,2,35,41,8,9,16,40,50,7,11,0
19950701,44,39,31,24,50,10,34,12,51,35,29,40,17,25,14,4,16,32,48,26,23,27,36,5,45,20,21,1,33,8,46,47,42,18,3,22,13,19,37,41,28,2,30,43,6,9,15,38,49,7,11,0
19950801,44,37,35,20,49,10,33,12,51,38,26,40,22,29,15,4,13,31,48,23,24,27,25,5,47,17,28,1,30,8,41,46,42,14,2,21,16,18,36,39,32,3,34,43,7,9,19,45,50,6,11,0
19950901,39,47,36,18,50,9,29,16,51,40,28,45,21,24,11,4,13,31,48,26,27,30,22,7,41,17,25,1,32,8,42,46,43,12,2,23,19,14,35,37,34,3,33,44,6,10,20,38,49,5,15,0
19951001,37,48,34,15,50,10,26,20,51,39,28,45,22,25,14,4,12,29,46,30,27,23,17,5,40,11,33,2,32,8,41,47,44,13,1,24,21,18,36,38,35,3,31,43,6,9,19,42,49,7,16,0
19951101,32,48,26,18,50,11,27,12,51,35,20,41,36,22,14,5,9,30,45,37,28,21,19,6,38,10,39,1,31,8,42,47,43,15,2,24,16,29,40,34,33,3,25,44,4,13,17,46,49,7,23,0
19951201,29,50,27,23,48,10,24,17,51,32,18,36,38,30,16,7,8,25,45,39,21,20,19,9,40,12,42,1,33,5,43,47,44,14,3,28,13,31,37,35,34,4,22,41,2,11,15,46,49,6,26,0
19940101,37,47,21,23,50,8,19,16,48,30,22,7,28,39,14,4,9,20,49,45,18,33,43,10,29,24,27,1,31,17,41,32,44,6,5,36,25,34,35,46,40,2,15,38,3,13,11,42,51,12,26,0
19940201,37,49,16,22,50,7,19,17,47,28,20,9,27,38,13,4,10,29,43,48,21,32,41,8,33,23,24,1,30,15,42,31,46,6,5,34,25,35,36,45,40,2,14,39,3,11,12,44,51,18,26,0
19940301,28,49,22,20,50,7,15,16,47,32,18,10,29,34,17,4,9,23,44,48,21,33,41,8,31,24,26,1,30,14,43,35,45,5,6,36,25,37,40,46,38,2,13,39,3,11,12,42,51,19,27,0
19940401,28,49,29,22,50,8,23,15,46,39,18,24,27,31,13,3,10,16,47,48,19,33,34,7,35,17,20,1,36,11,44,37,45,6,5,32,26,30,38,43,40,2,9,41,4,21,14,42,51,12,25,0
19940501,30,49,34,25,50,7,26,15,47,38,21,27,17,28,18,2,11,23,48,46,24,33,31,5,42,12,13,1,35,14,44,39,45,8,4,29,32,22,37,43,36,3,9,40,6,16,19,41,51,10,20,0
19940601,38,47,39,25,49,8,26,18,48,40,23,31,12,28,13,3,15,24,50,41,22,32,30,4,46,16,17,1,33,9,42,45,43,10,5,27,29,21,35,36,37,2,19,44,6,7,20,34,51,14,11,0
19940701,39,41,40,27,51,7,29,15,48,44,25,30,16,28,18,2,19,24,50,36,22,31,37,5,38,13,11,1,33,12,47,42,46,14,4,26,23,20,35,45,34,3,21,43,6,8,17,32,49,10,9,0
19940801,40,37,47,23,51,6,30,11,48,46,19,31,15,28,16,3,20,24,49,33,25,32,29,5,38,18,12,1,34,13,43,41,44,14,4,26,27,21,35,45,39,2,22,42,8,7,17,36,50,10,9,0
19940901,32,44,46,21,51,5,30,14,49,47,23,38,18,26,15,4,22,27,50,34,24,35,29,7,31,17,16,1,39,12,45,40,42,11,2,25,28,13,36,43,37,3,19,41,6,10,20,33,48,8,9,0
19941001,38,47,42,18,51,6,29,13,49,43,25,33,23,28,19,4,21,24,50,40,26,31,27,5,36,14,22,1,37,10,44,41,45,11,2,20,30,15,34,46,32,3,16,39,7,8,17,35,48,9,12,0
19941101,35,48,36,18,51,6,33,9,50,40,17,34,30,22,13,2,23,24,47,46,26,31,21,5,32,19,28,1,38,10,41,42,43,11,3,15,27,25,37,44,29,4,14,39,7,12,16,45,49,8,20,0
19941201,34,49,30,25,48,4,31,9,51,32,12,26,40,19,13,6,18,24,47,46,20,35,21,10,36,22,38,1,39,14,41,43,42,7,8,15,28,23,33,44,29,2,16,37,5,11,17,45,50,3,27,0
19930101,33,46,22,25,50,16,36,7,47,30,19,3,31,42,18,6,8,23,37,38,17,43,40,10,28,21,32,1,26,29,44,24,48,12,9,39,13,41,34,49,27,2,20,35,4,14,11,45,51,5,15,0
19930201,36,48,20,22,50,15,37,8,49,26,17,3,30,43,21,4,6,27,28,42,18,39,40,11,23,31,29,1,25,32,44,24,46,12,7,35,14,41,38,47,33,2,19,34,5,13,10,45,51,9,16,0
19930301,36,48,19,20,50,15,29,6,49,23,16,4,37,42,17,5,7,30,27,44,21,40,39,12,24,25,31,1,26,32,46,33,45,9,8,28,13,41,38,47,34,2,22,35,3,14,10,43,51,11,18,0
19930401,38,49,24,20,50,13,35,8,48,31,16,5,29,43,18,4,7,26,36,44,22,39,32,11,27,25,23,1,37,21,46,30,45,9,6,28,14,42,33,47,40,2,19,34,3,17,10,41,51,12,15,0
19930501,39,48,21,23,50,15,30,7,49,31,16,6,17,45,24,3,10,28,40,42,25,32,37,8,35,26,18,1,29,19,46,36,47,13,4,27,22,33,38,44,43,2,20,34,5,12,14,41,51,9,11,0
19930601,47,39,25,22,50,16,29,9,49,36,20,6,15,46,19,3,10,27,48,30,24,31,38,12,42,28,18,1,33,17,40,44,43,13,5,26,21,32,34,37,45,2,23,41,4,8,14,35,51,11,7,0
19930701,48,30,28,25,50,12,32,13,49,41,23,6,17,42,8,4,14,24,47,29,26,33,44,7,31,22,18,1,35,19,45,38,46,15,3,27,20,36,37,39,43,2,21,40,5,9,16,34,51,10,11,0
19930801,45,29,33,21,50,13,30,15,49,43,24,7,17,41,5,3,14,22,48,28,27,32,37,8,31,26,18,1,34,20,42,38,46,11,4,25,23,35,36,44,47,2,19,40,6,10,16,39,51,9,12,0
19930901,40,37,31,21,50,13,26,18,49,45,22,9,15,41,6,3,14,20,48,32,27,35,36,10,28,23,17,1,38,24,43,39,47,8,4,29,25,30,33,46,44,2,19,42,5,11,16,34,51,7,12,0
19931001,39,44,29,21,50,12,24,18,49,45,26,10,16,40,8,4,14,19,48,34,25,30,38,7,28,22,20,1,33,23,41,35,47,11,3,31,27,32,36,46,43,2,17,42,5,9,15,37,51,6,13,0
19931101,36,47,29,20,50,10,24,16,49,41,21,11,22,32,9,4,13,17,48,45,25,30,38,6,23,18,26,1,34,27,40,37,46,7,5,31,28,33,35,44,39,2,14,42,3,15,12,43,51,8,19,0
19931201,34,48,24,25,50,10,18,16,49,38,19,7,26,35,15,4,11,17,45,46,20,30,41,8,27,21,28,1,36,22,42,37,47,5,6,32,29,33,31,44,40,3,12,39,2,13,14,43,51,9,23,0
19920101,28,50,25,38,45,12,29,11,42,40,6,1,24,46,14,8,4,26,34,43,20,47,49,10,41,16,36,2,19,30,35,27,44,13,7,31,15,39,37,48,21,3,23,32,5,22,17,33,51,9,18,0
19920201,35,50,25,33,46,11,30,9,42,39,21,2,26,47,15,5,4,31,24,43,22,44,49,8,40,16,28,1,14,29,37,27,45,13,7,36,17,41,38,48,20,3,23,32,6,18,19,34,51,10,12,0
19920301,30,50,31,26,47,12,27,8,42,38,21,2,28,43,19,5,4,22,29,45,23,46,49,9,40,13,34,1,17,35,39,25,44,11,7,36,14,41,37,48,15,3,20,32,6,24,18,33,51,10,16,0
19920401,27,50,32,28,47,13,33,10,40,42,22,3,26,43,19,5,4,20,35,44,23,46,48,8,39,16,24,1,21,37,41,29,45,11,7,30,12,38,36,49,18,2,14,34,6,31,17,25,51,9,15,0
19920501,32,50,35,30,47,13,36,10,42,40,26,3,12,41,24,4,5,23,39,33,25,43,49,7,44,17,19,1,18,34,45,27,46,14,6,31,15,28,38,48,20,2,16,37,8,21,22,29,51,9,11,0
19920601,39,46,35,30,47,14,31,11,41,42,32,5,12,38,23,3,4,27,48,18,24,43,49,8,50,19,20,1,21,29,45,36,44,15,6,33,16,25,34,40,28,2,22,37,7,13,17,26,51,10,9,0
19920701,40,36,37,30,49,15,34,11,41,42,31,5,13,39,24,3,6,27,44,19,22,43,50,7,45,16,17,2,25,28,48,32,46,20,4,33,14,29,35,47,23,1,21,38,8,12,18,26,51,10,9,0
19920801,39,36,40,26,50,14,37,12,42,45,33,5,19,34,24,3,6,25,49,15,22,41,46,8,43,16,17,1,23,31,44,28,47,18,4,32,13,29,35,48,27,2,21,38,10,11,20,30,51,9,7,0
19920901,35,41,40,23,50,14,37,11,49,46,33,5,15,31,21,3,6,24,43,20,25,44,42,10,39,16,17,1,26,32,45,29,47,13,4,34,18,27,36,48,28,2,22,38,7,12,19,30,51,8,9,0
19921001,34,45,40,21,50,15,38,12,49,43,31,10,17,25,18,3,5,23,41,24,26,44,42,6,36,13,22,1,27,32,46,29,47,16,4,33,14,30,37,48,28,2,20,39,8,11,19,35,51,7,9,0
19921101,32,48,34,19,50,16,38,8,49,42,27,10,20,30,18,3,4,23,40,35,24,44,41,9,28,14,25,1,22,33,46,29,47,17,5,31,11,36,37,45,26,2,21,39,7,13,15,43,51,6,12,0
19921201,33,47,29,24,50,17,40,7,49,35,22,5,18,36,19,8,3,23,41,37,20,42,43,10,30,16,26,1,25,31,46,27,48,12,9,34,15,38,32,45,28,2,21,39,4,11,14,44,51,6,13,0
19910101,40,46,6,44,35,9,14,33,26,24,15,1,42,28,19,8,7,37,41,45,16,47,50,10,48,38,43,2,17,39,21,31,25,11,5,29,36,22,32,49,12,3,30,23,4,34,18,27,51,13,20,0
19910201,42,46,5,43,39,9,10,33,27,23,15,1,34,30,24,8,7,44,21,49,18,45,50,11,47,41,40,2,12,38,22,28,31,13,4,37,19,25,35,48,16,3,32,26,6,36,17,29,51,20,14,0
19910301,37,45,6,40,42,9,10,27,28,26,11,2,33,29,34,8,5,43,22,49,16,46,50,17,47,35,44,1,15,41,23,30,32,12,7,38,18,21,36,48,13,3,31,24,4,39,19,20,51,25,14,0
19910401,34,48,8,40,42,9,16,31,33,35,10,2,32,26,20,6,4,39,27,49,17,45,50,13,46,28,41,1,18,43,24,36,37,14,7,30,21,23,38,47,12,3,25,29,5,44,15,22,51,19,11,0
19910501,35,46,11,42,43,9,23,20,44,40,12,2,15,30,24,6,5,41,38,45,21,48,49,10,50,32,26,1,13,36,29,33,39,19,4,25,28,16,37,47,17,3,27,31,7,34,18,22,51,14,8,0
19910601,43,47,20,39,40,9,28,21,44,41,12,2,11,35,16,4,5,38,46,31,22,48,49,10,50,29,27,1,14,36,25,42,33,17,7,23,26,18,34,45,24,3,32,37,8,30,15,19,51,13,6,0
19910701,39,40,24,41,44,10,32,18,46,45,11,2,13,35,14,4,7,36,43,29,19,48,50,8,49,26,21,1,17,37,30,42,38,25,5,27,20,22,33,47,23,3,31,34,9,28,15,16,51,12,6,0
19910801,42,41,31,36,43,10,34,22,46,45,9,2,16,37,13,7,5,35,44,21,19,49,50,8,48,27,23,1,14,40,28,38,39,17,4,20,24,25,30,47,29,3,32,33,11,15,18,26,51,12,6,0
19910901,36,45,32,33,43,12,37,18,47,46,9,3,14,39,13,6,5,38,42,26,21,50,49,11,44,24,25,1,17,40,29,34,41,15,4,22,27,19,31,48,28,2,30,35,7,16,20,23,51,10,8,0
19911001,33,48,36,30,44,12,39,16,46,45,9,2,13,42,14,6,5,31,40,24,23,47,50,7,43,19,26,1,18,37,32,34,41,17,4,20,25,28,35,49,27,3,29,38,8,15,21,22,51,10,11,0
19911101,27,50,26,28,45,12,40,11,46,44,6,2,21,43,13,7,4,29,32,33,23,47,49,9,41,14,35,1,16,37,36,34,42,17,5,18,22,30,38,48,24,3,25,39,8,19,20,31,51,10,15,0
19911201,34,50,27,39,44,12,35,11,46,43,6,2,23,47,14,8,4,26,29,40,21,45,49,9,41,15,38,1,17,36,37,28,42,13,7,24,20,30,31,48,25,3,22,32,5,18,19,33,51,10,16,0
19900101,43,49,23,47,25,32,17,6,19,30,20,1,42,39,26,12,7,40,35,21,4,27,51,22,48,33,41,2,15,18,13,44,28,3,10,45,36,31,29,37,11,8,24,38,9,16,5,34,50,14,46,0
19900201,46,50,16,47,22,30,17,6,24,25,19,1,35,44,33,10,7,40,23,27,3,28,49,20,48,36,37,2,9,26,12,45,29,4,11,34,31,41,32,38,13,8,21,42,14,18,5,39,51,15,43,0
19900301,46,51,18,47,22,31,17,6,32,26,14,2,43,41,36,15,8,37,20,28,3,38,49,21,48,39,44,1,10,33,12,45,23,4,13,29,24,34,27,30,7,9,16,40,11,25,5,35,50,19,42,0
19900401,46,50,20,47,31,25,16,4,35,37,18,2,41,43,32,12,8,39,26,21,5,36,48,17,49,33,38,1,13,28,15,45,19,3,9,42,22,29,23,40,10,7,27,44,14,30,6,24,51,11,34,0
19900501,44,49,28,47,32,29,23,3,43,38,24,2,18,39,30,10,8,41,36,16,9,40,48,12,50,25,33,1,13,34,17,45,21,5,4,35,37,19,31,42,14,6,26,46,15,20,11,27,51,7,22,0
19900601,45,47,31,46,28,32,26,5,43,40,33,2,23,36,18,6,9,38,44,12,10,41,48,13,51,24,37,1,19,34,14,49,15,4,11,29,35,30,27,39,22,3,25,42,20,16,7,17,50,8,21,0
19900701,46,38,34,48,37,21,27,7,45,40,36,2,23,39,18,5,9,35,42,19,13,43,49,14,50,29,24,1,16,33,25,47,26,8,4,30,28,31,32,41,20,3,22,44,10,15,11,17,51,6,12,0
19900801,48,37,36,46,33,19,26,8,43,44,34,2,20,39,23,7,12,30,47,9,17,41,49,13,50,38,28,1,15,35,21,45,22,5,4,27,32,31,24,42,25,3,29,40,14,10,16,18,51,6,11,0
19900901,46,39,31,42,35,15,23,32,44,45,36,2,10,38,16,8,9,33,48,14,17,47,49,18,50,37,29,1,19,34,24,40,27,5,3,25,28,21,26,43,22,4,30,41,7,13,20,11,51,6,12,0
19901001,45,47,22,40,36,13,21,39,46,41,30,2,14,37,17,6,8,31,43,26,19,44,49,9,50,33,35,1,15,32,24,42,28,10,3,23,34,25,29,48,18,4,27,38,7,11,20,12,51,5,16,0
19901101,42,48,10,43,40,13,15,32,45,44,26,2,21,28,19,6,7,34,41,36,17,47,50,9,49,35,37,1,11,33,22,38,23,12,4,24,31,25,30,46,14,3,29,39,5,27,16,20,51,8,18,0
19901201,39,48,8,46,40,10,13,31,41,36,19,1,29,30,20,9,6,32,42,43,16,47,50,11,49,38,44,2,14,37,22,33,23,12,4,26,34,21,27,45,15,3,28,35,5,24,17,25,51,7,18,0
19890101,46,48,30,47,26,37,3,4,18,25,28,1,38,36,27,19,16,43,51,10,7,8,44,21,49,31,41,5,29,2,12,40,23,9,24,33,34,35,22,13,15,14,32,42,17,6,11,39,50,20,45,0
19890201,44,49,24,47,29,37,3,5,19,21,31,1,38,34,22,15,16,46,50,12,10,8,42,18,48,33,40,4,25,2,11,39,26,7,27,32,35,36,23,13,17,14,30,41,20,6,9,43,51,28,45,0
19890301,41,49,28,47,26,36,2,5,20,27,31,1,39,35,21,16,14,43,50,15,8,12,45,17,48,33,44,4,22,3,9,42,23,6,29,32,34,37,19,13,10,18,25,40,24,11,7,38,51,30,46,0
19890401,46,48,29,47,28,35,4,5,18,30,34,1,36,38,19,16,14,43,50,17,10,11,44,21,49,32,40,2,24,3,9,41,27,7,22,31,33,37,20,6,12,15,26,45,23,13,8,39,51,25,42,0
19890501,46,47,31,48,27,35,7,3,28,36,34,1,26,39,22,11,12,42,50,18,13,10,44,16,49,32,37,2,20,4,8,45,29,9,14,33,40,30,25,5,19,17,23,43,24,6,15,38,51,21,41,0
19890601,48,43,34,46,27,35,7,9,30,38,41,1,20,40,19,12,16,42,51,8,14,15,44,17,50,36,32,2,25,3,10,47,22,6,18,31,39,28,23,5,26,11,29,45,24,4,13,33,49,21,37,0
19890701,47,39,41,45,33,31,11,12,29,42,38,1,22,40,19,7,16,43,50,13,8,18,48,15,49,36,28,2,25,4,20,46,26,5,14,32,34,30,24,9,23,6,27,44,21,3,10,37,51,17,35,0
19890801,48,35,42,44,28,29,10,8,25,43,36,1,26,40,22,19,16,41,50,4,6,17,46,13,49,37,30,2,20,7,18,47,23,5,14,31,34,32,21,15,27,11,33,45,24,3,9,39,51,12,38,0
19890901,47,41,38,44,27,32,12,6,26,42,39,2,16,40,23,13,14,43,49,4,8,20,48,17,50,36,28,1,25,9,18,45,29,3,7,37,34,24,21,22,30,10,31,46,19,5,15,35,51,11,33,0
19891001,48,45,31,42,27,32,15,7,24,41,39,1,18,43,28,13,16,37,47,8,9,17,49,10,50,29,33,2,21,11,19,46,30,3,5,40,34,25,22,23,38,6,26,44,20,4,14,35,51,12,36,0
19891101,47,48,21,42,28,33,17,3,24,37,34,2,26,43,32,12,8,38,44,15,5,18,50,13,49,36,35,1,20,14,19,45,29,4,9,41,30,31,23,22,25,6,27,46,16,7,10,39,51,11,40,0
19891201,45,49,18,47,24,36,15,4,25,34,26,1,31,46,32,12,6,37,40,16,5,19,50,20,48,33,38,2,21,17,13,42,30,3,14,41,35,27,23,28,22,10,29,43,11,7,8,39,51,9,44,0
19880101,37,49,30,45,25,39,3,4,19,18,28,2,41,36,26,20,16,46,51,10,13,5,48,17,47,22,43,11,31,1,9,44,14,12,24,34,35,33,29,8,21,15,32,40,27,6,7,38,50,23,42,0
19880201,38,49,28,46,23,37,2,5,21,16,29,3,39,36,24,20,17,48,50,12,14,4,47,18,45,25,43,10,26,1,8,44,13,11,22,35,33,34,30,7,19,15,32,41,31,6,9,40,51,27,42,0
19880301,34,49,31,43,24,40,1,4,21,17,28,3,42,38,30,20,16,47,51,14,13,5,48,19,44,29,45,10,22,2,11,46,12,8,25,36,33,35,26,6,15,18,32,41,23,7,9,37,50,27,39,0
19880401,37,49,32,48,27,38,2,4,22,23,31,5,39,41,26,19,17,44,51,13,14,6,46,18,45,30,43,10,28,1,8,47,12,9,20,34,33,35,24,3,16,15,29,42,25,7,11,36,50,21,40,0
19880501,41,49,37,46,27,38,5,3,25,23,33,6,29,42,28,17,20,47,51,9,18,7,43,12,48,32,39,8,24,1,11,45,14,10,16,34,40,31,26,2,21,15,30,44,22,4,13,36,50,19,35,0
19880601,43,48,41,46,23,38,4,5,27,24,32,9,28,39,20,16,19,44,51,6,17,7,42,15,49,35,40,11,29,1,10,47,12,8,21,31,37,30,25,2,22,13,33,45,26,3,14,36,50,18,34,0
19880701,42,46,41,47,30,38,5,4,25,27,33,6,26,40,23,14,20,45,51,7,18,8,44,15,49,35,37,11,28,1,16,48,17,9,19,31,39,29,24,3,21,10,36,43,22,2,12,34,50,13,32,0
19880801,48,44,41,45,27,37,7,8,22,28,33,5,30,40,25,16,20,42,51,3,18,6,43,15,49,38,34,9,23,1,11,46,17,10,19,32,39,29,21,4,24,12,35,47,26,2,14,36,50,13,31,0
19880901,46,48,41,44,27,37,2,7,25,31,35,10,24,39,26,16,19,45,51,4,17,8,42,14,49,32,30,9,28,1,12,43,20,6,15,34,40,29,23,5,22,13,38,47,21,3,18,36,50,11,33,0
19881001,47,48,42,43,28,35,3,5,25,31,36,9,26,39,29,17,19,45,51,6,18,4,41,14,49,30,37,7,23,1,12,44,20,10,15,32,40,27,24,8,22,13,34,46,21,2,16,33,50,11,38,0
19881101,47,48,38,43,26,34,3,2,23,29,27,8,30,40,31,16,20,45,51,9,14,7,44,12,49,33,36,5,24,1,10,42,22,11,18,32,39,28,25,4,19,17,35,46,21,6,15,37,50,13,41,0
19881201,46,48,35,47,26,36,2,4,22,27,30,3,31,38,28,21,15,43,51,9,11,8,45,16,49,34,40,7,23,1,12,41,24,10,25,32,39,29,20,6,18,17,33,42,19,5,13,37,50,14,44,0
19870101,44,50,27,41,23,40,5,2,30,14,17,3,45,35,31,25,16,46,51,15,9,4,38,19,48,26,37,12,24,1,6,43,18,13,20,36,34,32,21,7,22,10,33,42,28,8,11,39,49,29,47,0
19870201,45,49,25,41,26,39,4,2,27,12,18,3,44,35,29,22,15,46,51,16,10,5,38,20,48,28,36,13,21,1,8,42,17,14,19,37,34,31,23,6,24,9,32,40,30,7,11,43,50,33,47,0
19870301,41,50,25,39,26,42,3,2,27,14,18,4,45,35,30,24,15,46,51,16,8,5,43,22,48,28,38,12,19,1,9,44,17,13,20,36,34,32,23,6,21,11,33,40,29,7,10,37,49,31,47,0
19870401,38,49,27,41,24,40,3,2,26,17,18,6,44,39,30,23,14,45,51,16,8,4,42,19,48,31,37,7,25,1,9,46,15,13,20,35,34,32,21,5,22,11,33,43,29,10,12,36,50,28,47,0
19870501,40,49,29,43,23,38,3,2,30,19,20,7,35,41,32,21,15,46,51,11,10,4,44,17,48,31,34,12,24,1,8,47,18,16,14,36,39,26,25,5,22,9,33,45,28,6,13,37,50,27,42,0
19870601,42,48,31,43,20,39,4,5,32,19,23,12,33,41,27,21,16,45,51,9,11,2,44,18,50,29,37,15,28,1,7,47,13,14,17,36,38,25,24,3,22,8,35,46,30,6,10,34,49,26,40,0
19870701,42,48,35,44,27,36,6,3,32,22,26,10,39,41,24,19,17,43,51,7,11,4,47,18,49,30,34,15,31,1,12,46,16,13,14,37,38,25,23,5,20,8,29,45,28,2,9,33,50,21,40,0
19870801,43,47,38,44,24,34,5,3,30,22,25,8,40,41,27,19,17,42,51,7,12,2,45,18,49,32,39,13,28,1,9,48,15,14,16,33,35,26,20,6,21,10,29,46,31,4,11,36,50,23,37,0
19870901,44,48,36,43,23,38,3,2,33,24,29,12,34,40,25,20,17,42,51,7,14,4,45,18,49,28,39,11,31,1,9,46,16,10,15,32,41,27,21,6,22,8,30,47,26,5,13,37,50,19,35,0
19871001,43,49,35,42,24,38,5,3,28,22,32,8,34,39,25,19,17,44,51,9,15,2,45,16,48,27,40,11,29,1,10,46,18,13,14,33,41,30,23,6,21,7,31,47,26,4,12,37,50,20,36,0
19871101,43,49,32,41,25,39,4,2,28,22,26,7,36,35,27,19,15,44,51,11,14,3,45,16,48,29,42,9,30,1,8,46,17,13,18,34,37,31,23,5,20,12,33,47,24,6,10,40,50,21,38,0
19871201,39,49,31,45,23,38,2,3,25,18,28,6,40,36,29,19,13,44,51,10,14,4,47,16,48,26,42,11,32,1,8,46,17,12,24,34,35,33,20,7,21,15,30,43,27,5,9,37,50,22,41,0
19860101,41,49,16,44,24,28,2,5,25,14,10,7,46,37,27,34,12,47,51,20,3,4,42,22,48,17,40,18,32,1,15,36,21,6,23,38,29,45,33,8,26,13,35,30,19,11,9,39,50,31,43,0
19860201,46,49,17,42,27,28,2,8,24,10,16,5,43,41,29,30,12,47,50,18,4,3,44,20,48,23,36,14,21,1,15,35,25,13,22,39,31,45,32,6,26,9,37,33,19,7,11,40,51,34,38,0
19860301,46,49,19,38,26,28,2,8,27,11,16,6,42,39,29,30,15,47,50,18,4,3,44,23,48,20,40,14,22,1,13,41,24,12,25,36,32,45,31,5,21,10,35,33,17,7,9,37,51,34,43,0
19860401,46,49,23,39,26,28,2,9,27,15,17,12,41,40,29,31,13,45,50,18,5,3,43,19,48,20,36,10,21,1,11,42,25,14,24,37,33,44,30,4,22,6,34,38,16,8,7,35,51,32,47,0
19860501,47,48,24,39,25,28,3,8,34,19,21,10,35,40,30,26,15,44,51,13,6,4,45,12,49,23,33,9,18,1,14,46,27,16,20,37,41,38,31,2,22,7,32,42,17,5,11,36,50,29,43,0
19860601,46,48,31,41,25,30,3,10,36,17,22,14,33,40,26,23,15,44,51,8,7,4,43,16,50,24,32,9,19,1,11,47,20,13,18,38,42,35,28,2,27,6,37,45,21,5,12,34,49,29,39,0
19860701,46,47,32,42,29,30,6,8,37,21,26,11,33,39,19,20,15,43,51,12,7,4,44,13,50,22,31,9,23,1,14,48,25,16,17,38,40,35,28,3,24,5,36,45,18,2,10,34,49,27,41,0
19860801,46,48,34,40,27,30,3,6,36,21,19,11,42,37,23,28,16,43,51,8,9,5,41,13,50,24,31,10,18,1,12,47,20,15,17,38,44,33,25,4,22,7,32,45,29,2,14,35,49,26,39,0
19860901,47,48,32,39,29,33,2,3,38,23,21,12,36,37,28,22,15,44,51,9,11,4,43,16,50,24,31,8,19,1,10,45,18,14,13,40,42,30,26,5,27,7,35,46,20,6,17,34,49,25,41,0
19861001,47,48,32,38,29,39,2,3,36,22,24,8,33,34,28,20,16,44,51,11,14,4,41,12,50,21,31,10,18,1,9,46,19,17,13,40,42,30,25,6,26,7,37,45,27,5,15,35,49,23,43,0
